confidence,expected_label,is_sludge,layout_category,recommendations/0,recommendations/1,summary,text_features/0/end_time,text_features/0/start_time,text_features/0/text,text_features/1/end_time,text_features/1/start_time,text_features/1/text,text_tags/0,text_tags/1,video_id,visual_features/0/end_time,visual_features/0/start_time,visual_features/0/text,visual_features/1/end_time,visual_features/1/start_time,visual_features/1/text,visual_features/2/end_time,visual_features/2/start_time,visual_features/2/text,visual_features/3/end_time,visual_features/3/start_time,visual_features/3/text,visual_tags/0,visual_tags/1,visual_tags/2,text_features/2/end_time,text_features/2/start_time,text_features/2/text,text_tags/2,visual_features/4/end_time,visual_features/4/start_time,visual_features/4/text,visual_tags/3,visual_tags/4,text_features/3/end_time,text_features/3/start_time,text_features/3/text,text_features/4/end_time,text_features/4/start_time,text_features/4/text,recommendations/2,text_tags/3,text_features/5/end_time,text_features/5/start_time,text_features/5/text,text_features/6/end_time,text_features/6/start_time,text_features/6/text,visual_features/5/end_time,visual_features/5/start_time,visual_features/5/text,text_features/7/end_time,text_features/7/start_time,text_features/7/text,visual_features/6/end_time,visual_features/6/start_time,visual_features/6/text,visual_features/7/end_time,visual_features/7/start_time,visual_features/7/text,visual_features/8/end_time,visual_features/8/start_time,visual_features/8/text,text_tags/4,text_features/8/end_time,text_features/8/start_time,text_features/8/text,text_features/9/end_time,text_features/9/start_time,text_features/9/text,text_features/10/end_time,text_features/10/start_time,text_features/10/text,text_features/11/end_time,text_features/11/start_time,text_features/11/text,text_features/12/end_time,text_features/12/start_time,text_features/12/text,text_features/13/end_time,text_features/13/start_time,text_features/13/text,text_features/14/end_time,text_features/14/start_time,text_features/14/text,text_features/15/end_time,text_features/15/start_time,text_features/15/text,text_features/16/end_time,text_features/16/start_time,text_features/16/text,text_features/17/end_time,text_features/17/start_time,text_features/17/text,text_features/18/end_time,text_features/18/start_time,text_features/18/text,text_features/19/end_time,text_features/19/start_time,text_features/19/text,text_features/20/end_time,text_features/20/start_time,text_features/20/text
0.95,SLUDGE,true,vertical,Use related clips or a single video stream.,Ensure audio and video content align thematically.,Two unrelated video clips are presented in a vertical stack: a scene from Young Sheldon and a cake-decorating demonstration.,31,0,"Dialogue between a girl, her brother, and their mother about homework and Sheldon's college life.",157,36,"Conversation between an older woman knitting and a man about knitting patterns, computers, and Sheldon Cooper.",dialogue,unrelated-topics,7161714260928728326,31,0,Top section displays a scene from the TV series Young Sheldon.,31,0,Bottom section shows the process of decorating a cake to resemble a durian fruit.,46,31,Top shows a conversation between an older woman and a man.,54,46,Bottom shows cake batter being mixed.,split-screen,TV-show,cake-decorating,,,,,200,147,Bottom shows chocolate bars being made.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track.,Ensure visual content is thematically related to the audio or other visual content.,"The video displays two entirely unrelated visual streams: a TV show in the top pane and various cooking/baking processes in the bottom pane. The audio track is solely from the TV show, creating a disjointed and stimulating experience typical of 'sludge' content.",11,0,Dialogue from a TV show discussing theoretical physics and life choices.,28,12,Characters discussing dinner plans and social interactions.,dialogue,TV show audio,7161714865227238661,128,0,Top pane shows scenes from a TV show featuring characters in a classroom and home setting.,11,0,Bottom pane shows a person mashing sweet potatoes with milk and sugar.,30,11,Bottom pane shows the sweet potato mixture being shaped into a log and coated in white powder.,57,37,"Bottom pane shows milk being poured into a pan, stirred, and then solidified in a mold.",TV show,cooking,split-screen,59,29,Children discussing grammar and sentence structure for homework.,,128,100,Bottom pane shows a brown cake-like layer being cut into triangles and assembled with a white filling.,,,128,103,Dialogue about relationships and the concept of love.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or relate clips thematically.,Ensure the audio is licensed or original content.,"The video displays two unrelated clips vertically: the top pane features a scene from a TV show with dialogue, while the bottom pane shows various ASMR-style crafting and food preparation activities.",15,0,A boy and a woman discuss relationships and personal preferences.,55,42,The boy gives advice about his grandmother's likes and dislikes.,unrelated dialogue,TV show audio,7161715684165061894,207,0,"The top pane shows characters from a TV show, primarily a young boy and an older woman, in an indoor setting.",14,0,The bottom pane features hands preparing a large cinnamon roll.,40,17,The bottom pane shows hands spreading melted chocolate and decorating it with nuts.,146,41,The bottom pane displays hands decorating a multi-layered chocolate cake.,vertical split-screen,TV show clip,ASMR crafting,145,115,The boy offers his blessing for a proposal and tells someone to go home.,,207,147,The bottom pane shows hands mixing glitter and other small items into slime.,,,207,205,A man explains he rode his bicycle to the house.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Avoid combining unrelated video content in a split-screen format.,"Focus on a single, coherent video stream to improve viewer experience.","The video features two unrelated clips presented in a vertical split-screen layout. The top pane displays scenes from a narrative show with dialogue, while the bottom pane shows hands mixing slime with various decorative elements, typical of ASMR or satisfying content.",4.9,0,"A woman asks a man if he rode his bicycle, and he responds about his Schwinn Speedster.",8.5,5,The man explains his bicycle has three gears but he only uses one.,dialogue,conversation,7161717144214932741,213,0,"The top pane shows a man and woman conversing in an indoor setting, appearing to be from a TV show or movie.",213,0,"The bottom pane displays hands manipulating pink and blue slime, adding glitter, beads, and other small decorative items.",213,26,"The slime mixing includes various tools and containers, such as a makeup palette and character-themed boxes.",213,0,"The top pane transitions between different indoor scenes, including a living room and a restaurant.",split-screen,slime mixing,narrative scene,20.3,9.9,"The woman suggests they take her car, and the man agrees, asking to sit in the back seat for safety.",,213,0,The bottom pane consistently features the hands-on slime activity with different colors and textures being mixed.,,,51,45.8,"A boy is asked if he cried after seeing a paper, and he denies it, leading to a discussion about why not.",126,103,"A man and woman discuss guacamole and Benihana at a restaurant, with the man expressing his dislike for Benihana.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,horizontal,Use a single coherent video track or relate clips thematically.,Ensure the audio is licensed or original content.,"The video features two unrelated clips displayed horizontally: the top pane shows scenes from a TV show with dialogue, while the bottom pane displays hands manipulating slime with various decorative elements, typical of ASMR content.",13,0,A child and an adult discuss bedtime and relationships.,58,14,Two adults on a date discuss past relationships and dating experiences.,Dialogue,Conversation,7161717764997139717,147,0,The top pane shows a TV show with characters in a house and later in a restaurant.,147,0,"The bottom pane shows hands manipulating pink and blue slime, adding various small beads, glitter, and charms.",118,0,"The slime is stored in various containers, including a donut-shaped case, a Minnie Mouse case, a Hello Kitty case, and a mermaid case.",,,,TV show,Slime ASMR,,147,122,The child asks the adult about their date and is told to leave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,"Use a single, coherent video track.",Relate the clips thematically if using multiple video tracks.,"Two unrelated video clips are shown concurrently in a vertical split-screen layout. The top clip is a scene from Young Sheldon, while the bottom clip shows hands playing with two colors of slime and small toys.",29,0,A conversation takes place between three people about someone who showed up at their house on a bike.,206,110,"A physics professor lectures to a class, and a woman and child correct him.",dialogue,lecture,7161718587311279365,110,0,The top section shows a scene from the TV series Young Sheldon.,110,0,The bottom section shows hands playing with pink and blue slime.,206,110,The top section shows a physics professor lecturing to a class.,206,110,The bottom section shows hands playing with pink and blue slime.,Young Sheldon,slime,lecture,,,,correction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,"Avoid combining unrelated video streams, especially when one is primarily for sensory stimulation (ASMR) and the other is narrative-driven.",Ensure all visual content is thematically connected to the audio.,"The video displays a vertical split-screen. The top pane shows clips from the TV show ""Young Sheldon,"" and its audio plays throughout. The bottom pane features an unrelated ASMR-style video of hands manipulating colorful slime. This combination of unrelated content, with one stream being typical engagement bait, qualifies it as sludge.",12.5,0,"A professor explains a concept about vectors in a classroom setting, and a young student responds.",27.5,14.5,Dialogue shifts to a mission control room scenario where a satellite is experiencing a problem with liquid helium boiling off.,sitcom-dialogue,scientific-explanation,7161719125306363141,13.5,0,"The top pane displays scenes from a TV show, starting with a professor in a classroom and a young boy in the audience.",7,0,"The bottom pane shows hands manipulating blue, glittery slime.",29.5,14,The top pane transitions to scenes in a NASA-like mission control room with a satellite in orbit shown briefly.,37,7.5,"The slime in the bottom pane changes, with pink slime added to the blue slime, and then mixed.",tv-show-clips,asmr-slime,split-screen,41,28,The young student enters the control room and explains the cause of the satellite problem (sun glinting off the solar panel) and proposes a solution.,child-genius,117.5,37.5,"The slime in the bottom pane is further manipulated, stretched, and formed into bubbles, eventually becoming a light purple/blue mixture.",,,57.5,41.5,"The student introduces his professor as his new friend who will help, and then makes a personal comment about the professor marrying his grandmother.",113.5,102.5,"The scene returns to the classroom, where the student tells the professor he already knows the material being taught.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,SLUDGE,true,vertical,Use a single coherent video track.,Ensure the audio is licensed or original content.,"The video displays two unrelated streams: the top shows scenes from a TV show (Young Sheldon) with its original audio, while the bottom shows a DIY craft tutorial. The craft video serves as engagement bait.",53,0,"A young boy speaks about liking Saturdays and the predictability of physics, including gravity and nuclear fusion.",37,20,Two men discuss a dog that was taken in after a brother-in-law went to jail.,dialogue,narration,7162074081414761734,38,0,"The top pane features scenes from a TV show, including a young boy, a Joker doll, and two men talking.",122,0,"The bottom pane displays various DIY craft activities, such as painting rocks, making keychains, and painting a rainbow.",59,39,The top pane shows a young boy interacting with objects and later a dog appears.,16,0,The craft video includes close-ups of hands performing detailed tasks.,TV show clips,DIY crafts,,64,57,"The boy expresses fear of dogs, describing them as ""big, furry question marks with teeth.""",,118,104,The bottom pane shows a woman applying shaving foam to her nose and painting a rainbow.,,,119,110,"The boy states that in panic situations he'd often lose consciousness, but this time only lost his voice.",122,119,"The boy shouts ""Help!"" and ""Please help!"" at the end of the clip.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Ensure all concurrently displayed video streams are thematically related or serve a clear combined purpose.,"Audio should be relevant to all visual content shown, or if specific to one stream, the streams should be related.","The video is sludge as it presents a split-screen vertical layout with a TV show clip in the upper pane and an unrelated DIY phone case marbling video in the lower pane. The audio exclusively corresponds to the TV show, indicating a clear disconnect between the two visual streams.",16.5,0,"A girl watches a cartoon while her mother asks her to get her brother for lunch, leading to the girl complaining.",24,16.6,The mother expresses annoyance at the girl's sarcastic remark.,tv show dialogue,family interaction,7162074753958825221,138,0,"The top pane displays scenes from a live-action TV show, featuring a young girl, her mother, her brother, a dog, and two men.",138,0,"The bottom pane shows a DIY craft activity where hands drip various nail polish colors into water, swirl them, and dip a phone case to create a marbled design. This process is repeated with different color combinations.",,,,,,,tv show clips,diy phone case marbling,split screen,47.5,25,"The girl enters a garage, finds a dog, and then discovers her brother hiding, who pleads for help due to the dog.",neighbor conversation,,,,,,53.5,48,"Ignoring her brother's pleas, the girl informs him that lunch is ready and leaves.",133,57.5,"Two men discuss a hole in a wooden fence, attributing it to a dog and planning repairs, when a boy appears through the hole.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,SLUDGE,true,vertical,Use a single coherent video track or ensure visual content is thematically related.,Avoid combining unrelated entertainment clips with engagement-bait content.,"This video displays two unrelated clips simultaneously: the top pane features a scene from a TV show or movie with dialogue, while the bottom pane shows a person performing various craft activities. The audio corresponds only to the top visual.",3,0,Characters discuss children being asleep and relaxing.,11,8,A woman mentions finally getting someone to sleep and that he's still shook up.,dialogue,narrative,7162075182272613637,40,0,The top pane shows a scene from a TV show or movie with characters on a couch.,22,0,The bottom pane shows hands decorating phone cases with fluid art.,51,40,The top pane transitions to a child sleeping in bed.,52,22,The bottom pane shows hands painting a canvas and preparing a stick and twine craft.,split-screen,TV-show,crafting,39,11,"Characters discuss potential pets like a mutt, turtle, gerbil, and bird, and their associated issues.",,60,51,"The top pane shows a dog appearing next to the sleeping child, who then wakes up screaming.",,,55,52,A child wakes up screaming for 'Mom' after a dog appears.,60,57,"A male voice notes that at least this time sound came out, calling it progress.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
